کانسپت,برند,دسته,آیتم,قیمت (تومان)
پیترا و سوخاری (چیکن فکتوری),باگت,,مخصوص باگت پپرونی خانواده,150800
پیترا و سوخاری (چیکن فکتوری),باگت,,دیپ دیش رست بیف,147800
پیترا و سوخاری (چیکن فکتوری),باگت,,دیپ دیش میت لف,139200
پیترا و سوخاری (چیکن فکتوری),باگت,,پیتزا دیپ دیش کمبو,100700
پیترا و سوخاری (چیکن فکتوری),باگت,,پیتزا باگت استیک چیلی,124500
پیترا و سوخاری (چیکن فکتوری),باگت,,نان روگن ساب استیک,124500
پیترا و سوخاری (چیکن فکتوری),باگت,,روگن ساندویچ رست بیف,845000
پیترا و سوخاری (چیکن فکتوری),باگت,,ساندویچ ساب چیکن ابرجین,651000
پیترا و سوخاری (چیکن فکتوری),باگت,,روگن باگت چیکن کرم,558000
پیترا و سوخاری (چیکن فکتوری),باگت,,قارچ برگر تریپل بیف,113700
پیترا و سوخاری (چیکن فکتوری),باگت,,چیز برگر تریپل بیف,110900
پیترا و سوخاری (چیکن فکتوری),باگت,,کرده اسموکین بیکن برگر,106900
پیترا و سوخاری (چیکن فکتوری),باگت,,سرخ کرده قارچ برگر,843000
پیترا و سوخاری (چیکن فکتوری),باگت,,سرخ کرده چیز برگر,814000
پیترا و سوخاری (چیکن فکتوری),باگت,,سرخ کرده چیکن برگر,595000
پیترا و سوخاری (چیکن فکتوری),باگت,,کرده فیله مرغ اسپایسی,106500
پیترا و سوخاری (چیکن فکتوری),باگت,,مرغ اسپایسی با پوره,106500
پیترا و سوخاری (چیکن فکتوری),باگت,,سس فیله مرغ نرمال,106500
پیترا و سوخاری (چیکن فکتوری),باگت,,مرغ نرمال با پوره,106500
پیترا و سوخاری (چیکن فکتوری),باگت,,سس اسپایسی 3 تکه,103400
پیترا و سوخاری (چیکن فکتوری),باگت,,3 تکه با پوره,103400
پیترا و سوخاری (چیکن فکتوری),باگت,,کوردون بلو 2 تکه,102300
پیترا و سوخاری (چیکن فکتوری),باگت,,2 تکه با پوره,102300
پیترا و سوخاری (چیکن فکتوری),باگت,,زمینی نرمال 3 تکه,993000
پیترا و سوخاری (چیکن فکتوری),باگت,,بروتچن اسپایسی 2 تکه,846000
پیترا و سوخاری (چیکن فکتوری),باگت,,بروتچن نرمال 2 تکه,813000
پیترا و سوخاری (چیکن فکتوری),باگت,,بال بوفالو 12 تکه,767000
پیترا و سوخاری (چیکن فکتوری),باگت,,بال پارمژان 12 تکه,767000
پیترا و سوخاری (چیکن فکتوری),باگت,,بال میکس 12 تکه,767000
پیترا و سوخاری (چیکن فکتوری),باگت,,مخصوص نودل مرغ پرتقالی,488000
پیترا و سوخاری (چیکن فکتوری),باگت,,بال بوفالو 6 تکه,452000
پیترا و سوخاری (چیکن فکتوری),باگت,,بال پارمژان 6 تکه,452000
پیترا و سوخاری (چیکن فکتوری),باگت,,زمینی با سس قارچ,403000
پیترا و سوخاری (چیکن فکتوری),باگت,,150 گرم قارچ سوخاری,401000
پیترا و سوخاری (چیکن فکتوری),باگت,,220 گرم نان سیر,295000
پیترا و سوخاری (چیکن فکتوری),باگت,,سیب زمینی سرخ کرده,240000
پیترا و سوخاری (چیکن فکتوری),باگت,,گرم پوره سیب زمینی,240000
پیترا و سوخاری (چیکن فکتوری),باگت,,280 گرم سالاد کینوا,792000
پیترا و سوخاری (چیکن فکتوری),باگت,,سالاد کینوا سالاد استیک,751000
پیترا و سوخاری (چیکن فکتوری),باگت,,سالاد استیک سالاد مرغ,538000
پیترا و سوخاری (چیکن فکتوری),باگت,,مرغ سالاد مرغ سوخاری,538000
پیترا و سوخاری (چیکن فکتوری),باگت,,سالاد مرغ سالاد سبز,476000
پیترا و سوخاری (چیکن فکتوری),باگت,,سالاد سبز سالاد اسفناج,422000
پیترا و سوخاری (چیکن فکتوری),باگت,,اسفناج سالاد کاهو بالزامیک,319000
پیترا و سوخاری (چیکن فکتوری),باگت,,سس بالزامیک سالاد کلم,81000
پیترا و سوخاری (چیکن فکتوری),چنیکا,پرطرفدارها,تُرد فیله تُرد فیله,1650000
پیترا و سوخاری (چیکن فکتوری),چنیکا,پرطرفدارها,مرغ سوخاری سه تکه نرمال مرغ سوخاری سه تکه نرمال,1500000
پیترا و سوخاری (چیکن فکتوری),چنیکا,پرطرفدارها,مرغ سوخاری سه تکه اسپایسی مرغ سوخاری سه تکه اسپایسی,1500000
پیترا و سوخاری (چیکن فکتوری),چنیکا,پرطرفدارها,ساندویچ سوخاریست ساندویچ سوخاریست,1350000
پیترا و سوخاری (چیکن فکتوری),چنیکا,پرطرفدارها,اورجینال فیرول اورجینال فیرول,800000
پیترا و سوخاری (چیکن فکتوری),چنیکا,پرطرفدارها,اورجینال چیزفیرول اورجینال چیزفیرول,900000
پیترا و سوخاری (چیکن فکتوری),چنیکا,مرغ سوخاری,مرغ سوخاری دو تکه نرمال مرغ سوخاری دو تکه نرمال,1350000
پیترا و سوخاری (چیکن فکتوری),چنیکا,مرغ سوخاری,مرغ سوخاری هشت تکه نرمال مرغ سوخاری هشت تکه نرمال,3800000
پیترا و سوخاری (چیکن فکتوری),چنیکا,مرغ سوخاری,مرغ سوخاری دو تکه اسپایسی مرغ سوخاری دو تکه اسپایسی,1350000
پیترا و سوخاری (چیکن فکتوری),چنیکا,مرغ سوخاری,مرغ سوخاری هشت تکه اسپایسی مرغ سوخاری هشت تکه اسپایسی,3800000
پیترا و سوخاری (چیکن فکتوری),چنیکا,مرغ سوخاری,گوفی باکس درام استیکز (غذای کودک),1450000
پیترا و سوخاری (چیکن فکتوری),چنیکا,مرغ سوخاری,گوفی باکس ترد فیله (غذای کودک),1450000
پیترا و سوخاری (چیکن فکتوری),چنیکا,مرغ سوخاری,گوفی باکس میکس (غذای کودک),1450000
پیترا و سوخاری (چیکن فکتوری),چنیکا,ساندویچ,ساندویچ سوخاریست پلاس ساندویچ سوخاریست پلاس,1700000
پیترا و سوخاری (چیکن فکتوری),چنیکا,ساندویچ,ساندویچ سوخاریست تُند ساندویچ سوخاریست تُند,1350000
پیترا و سوخاری (چیکن فکتوری),چنیکا,ساندویچ,باربیکیو فیرول باربیکیو فیرول,800000
پیترا و سوخاری (چیکن فکتوری),چنیکا,ساندویچ,بوفالو فیرول بوفالو فیرول,800000
پیترا و سوخاری (چیکن فکتوری),چنیکا,ساندویچ,باربیکیو چیزفیرول باربیکیو چیزفیرول,900000
پیترا و سوخاری (چیکن فکتوری),چنیکا,ساندویچ,بوفالو چیزفیرول بوفالو چیزفیرول,900000
پیترا و سوخاری (چیکن فکتوری),چنیکا,چمینور,چمینور فیله چمینور فیله,900000
پیترا و سوخاری (چیکن فکتوری),چنیکا,چمینور,چمینور درام استیکز نرمال چمینور درام استیکز نرمال,800000
پیترا و سوخاری (چیکن فکتوری),چنیکا,چمینور,چمینور درام استیکز اسپایسی چمینور درام استیکز اسپایسی,800000
پیترا و سوخاری (چیکن فکتوری),چنیکا,چمینور,چمینور وینگز چمینور وینگز,800000
